Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Duration [ms]	Visual Intake Position X [px]	Visual Intake Position Y [px]
44394	570	570	942	285
44404	570	570	942	285
44414	570	570	942	285
44424	570	570	942	285
44434	570	570	942	285
44444	570	570	942	285
44454	570	570	942	285
44464	570	570	942	285
44474	570	570	942	285
44484	570	570	942	285
44494	570	570	942	285
44504	570	570	942	285
44514	570	570	942	285
44524	570	570	942	285
44534	570	570	942	285
44544	570	570	942	285
44554	570	570	942	285
44564	570	570	942	285
44574	570	570	942	285
44584	570	570	942	285
44594	570	570	942	285
44604	570	570	942	285
44614	570	570	942	285
44624	570	570	942	285
44634	570	570	942	285
44794	80	80	954	297
44804	80	80	954	297
44814	80	80	954	297
44824	80	80	954	297
44834	80	80	954	297
44844	80	80	954	297
44854	80	80	954	297
44864	80	80	954	297
44894	810	810	942	318
44904	810	810	942	318
44914	810	810	942	318
44924	810	810	942	318
44934	810	810	942	318
44944	810	810	942	318
44954	810	810	942	318
44964	810	810	942	318
44974	810	810	942	318
44984	810	810	942	318
44994	810	810	942	318
45004	810	810	942	318
45014	810	810	942	318
45024	810	810	942	318
45034	810	810	942	318
45044	810	810	942	318
45054	810	810	942	318
45064	810	810	942	318
45074	810	810	942	318
45084	810	810	942	318
45094	810	810	942	318
45104	810	810	942	318
45114	810	810	942	318
45124	810	810	942	318
45134	810	810	942	318
45144	810	810	942	318
45154	810	810	942	318
45164	810	810	942	318
45174	810	810	942	318
45184	810	810	942	318
45194	810	810	942	318
45204	810	810	942	318
45214	810	810	942	318
45224	810	810	942	318
45234	810	810	942	318
45244	810	810	942	318
45254	810	810	942	318
45264	810	810	942	318
45274	810	810	942	318
45284	810	810	942	318
45294	810	810	942	318
45304	810	810	942	318
45314	810	810	942	318
45324	810	810	942	318
45334	810	810	942	318
45344	810	810	942	318
45353	810	810	942	318
45363	810	810	942	318
45373	810	810	942	318
45383	810	810	942	318
45393	810	810	942	318
45403	810	810	942	318
45413	810	810	942	318
45423	810	810	942	318
45433	810	810	942	318
45443	810	810	942	318
45453	810	810	942	318
45463	810	810	942	318
45473	810	810	942	318
45483	810	810	942	318
45493	810	810	942	318
45503	810	810	942	318
45513	810	810	942	318
45523	810	810	942	318
45533	810	810	942	318
45543	810	810	942	318
45553	810	810	942	318
45563	810	810	942	318
45573	810	810	942	318
45583	810	810	942	318
45593	810	810	942	318
45603	810	810	942	318
45613	810	810	942	318
45623	810	810	942	318
45633	810	810	942	318
45643	810	810	942	318
45653	810	810	942	318
45663	810	810	942	318
45673	810	810	942	318
45683	810	810	942	318
45693	810	810	942	318
45743	1329	1329	930	318
45753	1329	1329	930	318
45763	1329	1329	930	318
45773	1329	1329	930	318
45783	1329	1329	930	318
45793	1329	1329	930	318
45803	1329	1329	930	318
45813	1329	1329	930	318
45823	1329	1329	930	318
45833	1329	1329	930	318
45843	1329	1329	930	318
45853	1329	1329	930	318
45863	1329	1329	930	318
45873	1329	1329	930	318
45883	1329	1329	930	318
45893	1329	1329	930	318
45903	1329	1329	930	318
45913	1329	1329	930	318
45923	1329	1329	930	318
45933	1329	1329	930	318
45943	1329	1329	930	318
45953	1329	1329	930	318
45963	1329	1329	930	318
45973	1329	1329	930	318
45983	1329	1329	930	318
45993	1329	1329	930	318
46003	1329	1329	930	318
46013	1329	1329	930	318
46023	1329	1329	930	318
46033	1329	1329	930	318
46043	1329	1329	930	318
46053	1329	1329	930	318
46063	1329	1329	930	318
46073	1329	1329	930	318
46083	1329	1329	930	318
46093	1329	1329	930	318
46103	1329	1329	930	318
46113	1329	1329	930	318
46123	1329	1329	930	318
46133	1329	1329	930	318
46143	1329	1329	930	318
46153	1329	1329	930	318
46163	1329	1329	930	318
46173	1329	1329	930	318
46183	1329	1329	930	318
46193	1329	1329	930	318
46203	1329	1329	930	318
46213	1329	1329	930	318
46223	1329	1329	930	318
46233	1329	1329	930	318
46243	1329	1329	930	318
46253	1329	1329	930	318
46263	1329	1329	930	318
46273	1329	1329	930	318
46283	1329	1329	930	318
46293	1329	1329	930	318
46303	1329	1329	930	318
46313	1329	1329	930	318
46323	1329	1329	930	318
46333	1329	1329	930	318
46343	1329	1329	930	318
46353	1329	1329	930	318
46363	1329	1329	930	318
46373	1329	1329	930	318
46383	1329	1329	930	318
46393	1329	1329	930	318
46403	1329	1329	930	318
46413	1329	1329	930	318
46423	1329	1329	930	318
46433	1329	1329	930	318
46443	1329	1329	930	318
46453	1329	1329	930	318
46463	1329	1329	930	318
46473	1329	1329	930	318
46483	1329	1329	930	318
46493	1329	1329	930	318
46503	1329	1329	930	318
46513	1329	1329	930	318
46523	1329	1329	930	318
46533	1329	1329	930	318
46543	1329	1329	930	318
46553	1329	1329	930	318
46563	1329	1329	930	318
46573	1329	1329	930	318
46583	1329	1329	930	318
46593	1329	1329	930	318
46603	1329	1329	930	318
46613	1329	1329	930	318
46623	1329	1329	930	318
46633	1329	1329	930	318
46643	1329	1329	930	318
46653	1329	1329	930	318
46663	1329	1329	930	318
46673	1329	1329	930	318
46683	1329	1329	930	318
46693	1329	1329	930	318
46703	1329	1329	930	318
46713	1329	1329	930	318
46723	1329	1329	930	318
46733	1329	1329	930	318
46743	1329	1329	930	318
46753	1329	1329	930	318
46763	1329	1329	930	318
46773	1329	1329	930	318
46783	1329	1329	930	318
46793	1329	1329	930	318
46803	1329	1329	930	318
46813	1329	1329	930	318
46823	1329	1329	930	318
46833	1329	1329	930	318
46843	1329	1329	930	318
46853	1329	1329	930	318
46863	1329	1329	930	318
46873	1329	1329	930	318
46883	1329	1329	930	318
46893	1329	1329	930	318
46903	1329	1329	930	318
46913	1329	1329	930	318
46923	1329	1329	930	318
46933	1329	1329	930	318
46943	1329	1329	930	318
46953	1329	1329	930	318
46963	1329	1329	930	318
46973	1329	1329	930	318
46983	1329	1329	930	318
46993	1329	1329	930	318
47003	1329	1329	930	318
47013	1329	1329	930	318
47023	1329	1329	930	318
47033	1329	1329	930	318
47043	1329	1329	930	318
47052	1329	1329	930	318
47062	1329	1329	930	318
47272	140	140	990	369
47282	140	140	990	369
47292	140	140	990	369
47302	140	140	990	369
47312	140	140	990	369
47322	140	140	990	369
47332	140	140	990	369
47342	140	140	990	369
47352	140	140	990	369
47362	140	140	990	369
47372	140	140	990	369
47382	140	140	990	369
47392	140	140	990	369
47402	140	140	990	369
47462	1629	1629	885	324
47472	1629	1629	885	324
47482	1629	1629	885	324
47492	1629	1629	885	324
47502	1629	1629	885	324
47512	1629	1629	885	324
47522	1629	1629	885	324
47532	1629	1629	885	324
47542	1629	1629	885	324
47552	1629	1629	885	324
47562	1629	1629	885	324
47572	1629	1629	885	324
47582	1629	1629	885	324
47592	1629	1629	885	324
47602	1629	1629	885	324
47612	1629	1629	885	324
47622	1629	1629	885	324
47632	1629	1629	885	324
47642	1629	1629	885	324
47652	1629	1629	885	324
47662	1629	1629	885	324
47672	1629	1629	885	324
47682	1629	1629	885	324
47692	1629	1629	885	324
47702	1629	1629	885	324
47712	1629	1629	885	324
47722	1629	1629	885	324
47732	1629	1629	885	324
47742	1629	1629	885	324
47752	1629	1629	885	324
47762	1629	1629	885	324
47772	1629	1629	885	324
47782	1629	1629	885	324
47792	1629	1629	885	324
47802	1629	1629	885	324
47812	1629	1629	885	324
47822	1629	1629	885	324
47832	1629	1629	885	324
47842	1629	1629	885	324
47852	1629	1629	885	324
47862	1629	1629	885	324
47872	1629	1629	885	324
47882	1629	1629	885	324
47892	1629	1629	885	324
47902	1629	1629	885	324
47912	1629	1629	885	324
47922	1629	1629	885	324
47932	1629	1629	885	324
47942	1629	1629	885	324
47952	1629	1629	885	324
47962	1629	1629	885	324
47972	1629	1629	885	324
47982	1629	1629	885	324
47992	1629	1629	885	324
48002	1629	1629	885	324
48012	1629	1629	885	324
48022	1629	1629	885	324
48032	1629	1629	885	324
48042	1629	1629	885	324
48052	1629	1629	885	324
48062	1629	1629	885	324
48072	1629	1629	885	324
48082	1629	1629	885	324
48092	1629	1629	885	324
48102	1629	1629	885	324
48112	1629	1629	885	324
48122	1629	1629	885	324
48132	1629	1629	885	324
48142	1629	1629	885	324
48152	1629	1629	885	324
48162	1629	1629	885	324
48172	1629	1629	885	324
48182	1629	1629	885	324
48192	1629	1629	885	324
48202	1629	1629	885	324
48212	1629	1629	885	324
48222	1629	1629	885	324
48232	1629	1629	885	324
48242	1629	1629	885	324
48252	1629	1629	885	324
48262	1629	1629	885	324
48272	1629	1629	885	324
48282	1629	1629	885	324
48292	1629	1629	885	324
48302	1629	1629	885	324
48312	1629	1629	885	324
48322	1629	1629	885	324
48332	1629	1629	885	324
48342	1629	1629	885	324
48352	1629	1629	885	324
48362	1629	1629	885	324
48372	1629	1629	885	324
48382	1629	1629	885	324
48392	1629	1629	885	324
48402	1629	1629	885	324
48412	1629	1629	885	324
48422	1629	1629	885	324
48432	1629	1629	885	324
48442	1629	1629	885	324
48452	1629	1629	885	324
48462	1629	1629	885	324
48472	1629	1629	885	324
48482	1629	1629	885	324
48492	1629	1629	885	324
48502	1629	1629	885	324
48512	1629	1629	885	324
48522	1629	1629	885	324
48532	1629	1629	885	324
48542	1629	1629	885	324
48552	1629	1629	885	324
48562	1629	1629	885	324
48572	1629	1629	885	324
48582	1629	1629	885	324
48592	1629	1629	885	324
48602	1629	1629	885	324
48612	1629	1629	885	324
48622	1629	1629	885	324
48632	1629	1629	885	324
48642	1629	1629	885	324
48652	1629	1629	885	324
48662	1629	1629	885	324
48672	1629	1629	885	324
48682	1629	1629	885	324
48692	1629	1629	885	324
48702	1629	1629	885	324
48712	1629	1629	885	324
48722	1629	1629	885	324
48732	1629	1629	885	324
48742	1629	1629	885	324
48752	1629	1629	885	324
48762	1629	1629	885	324
48771	1629	1629	885	324
48781	1629	1629	885	324
48792	1629	1629	885	324
48801	1629	1629	885	324
48811	1629	1629	885	324
48821	1629	1629	885	324
48831	1629	1629	885	324
48841	1629	1629	885	324
48851	1629	1629	885	324
48861	1629	1629	885	324
48871	1629	1629	885	324
48881	1629	1629	885	324
48891	1629	1629	885	324
48901	1629	1629	885	324
48911	1629	1629	885	324
48921	1629	1629	885	324
48931	1629	1629	885	324
48941	1629	1629	885	324
48951	1629	1629	885	324
48961	1629	1629	885	324
48971	1629	1629	885	324
48981	1629	1629	885	324
48991	1629	1629	885	324
49001	1629	1629	885	324
49011	1629	1629	885	324
49021	1629	1629	885	324
49031	1629	1629	885	324
49041	1629	1629	885	324
49051	1629	1629	885	324
49061	1629	1629	885	324
49071	1629	1629	885	324
49081	1629	1629	885	324
49151	800	800	888	325
49161	800	800	888	325
49171	800	800	888	325
49181	800	800	888	325
49191	800	800	888	325
49201	800	800	888	325
49211	800	800	888	325
49221	800	800	888	325
49231	800	800	888	325
49241	800	800	888	325
49251	800	800	888	325
49261	800	800	888	325
49271	800	800	888	325
49281	800	800	888	325
49291	800	800	888	325
49301	800	800	888	325
49311	800	800	888	325
49321	800	800	888	325
49331	800	800	888	325
49341	800	800	888	325
49351	800	800	888	325
49361	800	800	888	325
49371	800	800	888	325
49381	800	800	888	325
49391	800	800	888	325
49401	800	800	888	325
49411	800	800	888	325
49421	800	800	888	325
49431	800	800	888	325
49441	800	800	888	325
49451	800	800	888	325
49461	800	800	888	325
49471	800	800	888	325
49481	800	800	888	325
49491	800	800	888	325
49501	800	800	888	325
49511	800	800	888	325
49521	800	800	888	325
49531	800	800	888	325
49541	800	800	888	325
49551	800	800	888	325
49561	800	800	888	325
49571	800	800	888	325
49581	800	800	888	325
49591	800	800	888	325
49601	800	800	888	325
49611	800	800	888	325
49621	800	800	888	325
49631	800	800	888	325
49641	800	800	888	325
49651	800	800	888	325
49661	800	800	888	325
49671	800	800	888	325
49681	800	800	888	325
49691	800	800	888	325
49701	800	800	888	325
49711	800	800	888	325
49721	800	800	888	325
49731	800	800	888	325
49741	800	800	888	325
49751	800	800	888	325
49761	800	800	888	325
49771	800	800	888	325
49781	800	800	888	325
49791	800	800	888	325
49801	800	800	888	325
49811	800	800	888	325
49821	800	800	888	325
49831	800	800	888	325
49841	800	800	888	325
49851	800	800	888	325
49861	800	800	888	325
49871	800	800	888	325
49881	800	800	888	325
49891	800	800	888	325
49901	800	800	888	325
49911	800	800	888	325
49921	800	800	888	325
49931	800	800	888	325
49941	800	800	888	325
49981	100	100	936	357
49991	100	100	936	357
50001	100	100	936	357
50011	100	100	936	357
50021	100	100	936	357
50031	100	100	936	357
50041	100	100	936	357
50051	100	100	936	357
50061	100	100	936	357
50071	100	100	936	357
50171	1459	1459	934	354
50181	1459	1459	934	354
50191	1459	1459	934	354
50201	1459	1459	934	354
50211	1459	1459	934	354
50221	1459	1459	934	354
50231	1459	1459	934	354
50241	1459	1459	934	354
50251	1459	1459	934	354
50261	1459	1459	934	354
50271	1459	1459	934	354
50281	1459	1459	934	354
50291	1459	1459	934	354
50301	1459	1459	934	354
50311	1459	1459	934	354
50321	1459	1459	934	354
50331	1459	1459	934	354
50341	1459	1459	934	354
50351	1459	1459	934	354
50361	1459	1459	934	354
50371	1459	1459	934	354
50381	1459	1459	934	354
50391	1459	1459	934	354
50401	1459	1459	934	354
50411	1459	1459	934	354
50421	1459	1459	934	354
50431	1459	1459	934	354
50441	1459	1459	934	354
50451	1459	1459	934	354
50461	1459	1459	934	354
50471	1459	1459	934	354
50480	1459	1459	934	354
50490	1459	1459	934	354
50501	1459	1459	934	354
50511	1459	1459	934	354
50520	1459	1459	934	354
50530	1459	1459	934	354
50540	1459	1459	934	354
50550	1459	1459	934	354
50560	1459	1459	934	354
50570	1459	1459	934	354
50580	1459	1459	934	354
50590	1459	1459	934	354
50600	1459	1459	934	354
50610	1459	1459	934	354
50620	1459	1459	934	354
50630	1459	1459	934	354
50640	1459	1459	934	354
50650	1459	1459	934	354
50660	1459	1459	934	354
50670	1459	1459	934	354
50680	1459	1459	934	354
50690	1459	1459	934	354
50700	1459	1459	934	354
50710	1459	1459	934	354
50720	1459	1459	934	354
50730	1459	1459	934	354
50740	1459	1459	934	354
50750	1459	1459	934	354
50760	1459	1459	934	354
50770	1459	1459	934	354
50780	1459	1459	934	354
50790	1459	1459	934	354
50800	1459	1459	934	354
50810	1459	1459	934	354
50820	1459	1459	934	354
50830	1459	1459	934	354
50840	1459	1459	934	354
50850	1459	1459	934	354
50860	1459	1459	934	354
50870	1459	1459	934	354
50880	1459	1459	934	354
50890	1459	1459	934	354
50900	1459	1459	934	354
50910	1459	1459	934	354
50920	1459	1459	934	354
50930	1459	1459	934	354
50940	1459	1459	934	354
50950	1459	1459	934	354
50960	1459	1459	934	354
50970	1459	1459	934	354
50980	1459	1459	934	354
50990	1459	1459	934	354
51000	1459	1459	934	354
51010	1459	1459	934	354
51020	1459	1459	934	354
51030	1459	1459	934	354
51040	1459	1459	934	354
51050	1459	1459	934	354
51060	1459	1459	934	354
51070	1459	1459	934	354
51080	1459	1459	934	354
51090	1459	1459	934	354
51100	1459	1459	934	354
51110	1459	1459	934	354
51120	1459	1459	934	354
51130	1459	1459	934	354
51140	1459	1459	934	354
51150	1459	1459	934	354
51160	1459	1459	934	354
51170	1459	1459	934	354
51180	1459	1459	934	354
51190	1459	1459	934	354
51200	1459	1459	934	354
51210	1459	1459	934	354
51220	1459	1459	934	354
51230	1459	1459	934	354
51240	1459	1459	934	354
51250	1459	1459	934	354
51260	1459	1459	934	354
51270	1459	1459	934	354
51280	1459	1459	934	354
51290	1459	1459	934	354
51300	1459	1459	934	354
51310	1459	1459	934	354
51320	1459	1459	934	354
51330	1459	1459	934	354
51340	1459	1459	934	354
51350	1459	1459	934	354
51360	1459	1459	934	354
51370	1459	1459	934	354
51380	1459	1459	934	354
51390	1459	1459	934	354
51400	1459	1459	934	354
51410	1459	1459	934	354
51420	1459	1459	934	354
51430	1459	1459	934	354
51440	1459	1459	934	354
51450	1459	1459	934	354
51460	1459	1459	934	354
51470	1459	1459	934	354
51480	1459	1459	934	354
51490	1459	1459	934	354
51500	1459	1459	934	354
51510	1459	1459	934	354
51520	1459	1459	934	354
51530	1459	1459	934	354
51540	1459	1459	934	354
51550	1459	1459	934	354
51560	1459	1459	934	354
51570	1459	1459	934	354
51580	1459	1459	934	354
51590	1459	1459	934	354
51600	1459	1459	934	354
51610	1459	1459	934	354
51620	1459	1459	934	354
51670	1899	1899	930	362
51680	1899	1899	930	362
51690	1899	1899	930	362
51700	1899	1899	930	362
51710	1899	1899	930	362
51720	1899	1899	930	362
51730	1899	1899	930	362
51740	1899	1899	930	362
51750	1899	1899	930	362
51760	1899	1899	930	362
51770	1899	1899	930	362
51780	1899	1899	930	362
51790	1899	1899	930	362
51800	1899	1899	930	362
51810	1899	1899	930	362
51820	1899	1899	930	362
51830	1899	1899	930	362
51840	1899	1899	930	362
51850	1899	1899	930	362
51860	1899	1899	930	362
51870	1899	1899	930	362
51880	1899	1899	930	362
51890	1899	1899	930	362
51900	1899	1899	930	362
51910	1899	1899	930	362
51920	1899	1899	930	362
51930	1899	1899	930	362
51940	1899	1899	930	362
51950	1899	1899	930	362
51960	1899	1899	930	362
51970	1899	1899	930	362
51980	1899	1899	930	362
51990	1899	1899	930	362
52000	1899	1899	930	362
52010	1899	1899	930	362
52020	1899	1899	930	362
52030	1899	1899	930	362
52040	1899	1899	930	362
52050	1899	1899	930	362
52060	1899	1899	930	362
52070	1899	1899	930	362
52080	1899	1899	930	362
52090	1899	1899	930	362
52100	1899	1899	930	362
52110	1899	1899	930	362
52120	1899	1899	930	362
52130	1899	1899	930	362
52140	1899	1899	930	362
52150	1899	1899	930	362
52160	1899	1899	930	362
52170	1899	1899	930	362
52180	1899	1899	930	362
52189	1899	1899	930	362
52199	1899	1899	930	362
52209	1899	1899	930	362
52219	1899	1899	930	362
52229	1899	1899	930	362
52239	1899	1899	930	362
52249	1899	1899	930	362
52259	1899	1899	930	362
52269	1899	1899	930	362
52279	1899	1899	930	362
52289	1899	1899	930	362
52299	1899	1899	930	362
52309	1899	1899	930	362
52319	1899	1899	930	362
52329	1899	1899	930	362
52339	1899	1899	930	362
52349	1899	1899	930	362
52359	1899	1899	930	362
52369	1899	1899	930	362
52379	1899	1899	930	362
52389	1899	1899	930	362
52399	1899	1899	930	362
52409	1899	1899	930	362
52419	1899	1899	930	362
52429	1899	1899	930	362
52439	1899	1899	930	362
52449	1899	1899	930	362
52459	1899	1899	930	362
52469	1899	1899	930	362
52479	1899	1899	930	362
52489	1899	1899	930	362
52499	1899	1899	930	362
52509	1899	1899	930	362
52519	1899	1899	930	362
52529	1899	1899	930	362
52539	1899	1899	930	362
52549	1899	1899	930	362
52559	1899	1899	930	362
52569	1899	1899	930	362
52579	1899	1899	930	362
52589	1899	1899	930	362
52599	1899	1899	930	362
52609	1899	1899	930	362
52619	1899	1899	930	362
52629	1899	1899	930	362
52639	1899	1899	930	362
52649	1899	1899	930	362
52659	1899	1899	930	362
52669	1899	1899	930	362
52679	1899	1899	930	362
52689	1899	1899	930	362
52699	1899	1899	930	362
52709	1899	1899	930	362
52719	1899	1899	930	362
52729	1899	1899	930	362
52739	1899	1899	930	362
52749	1899	1899	930	362
52759	1899	1899	930	362
52769	1899	1899	930	362
52779	1899	1899	930	362
52789	1899	1899	930	362
52799	1899	1899	930	362
52809	1899	1899	930	362
52819	1899	1899	930	362
52829	1899	1899	930	362
52839	1899	1899	930	362
52849	1899	1899	930	362
52859	1899	1899	930	362
52869	1899	1899	930	362
52879	1899	1899	930	362
52889	1899	1899	930	362
52899	1899	1899	930	362
52909	1899	1899	930	362
52919	1899	1899	930	362
52929	1899	1899	930	362
52939	1899	1899	930	362
52949	1899	1899	930	362
52959	1899	1899	930	362
52969	1899	1899	930	362
52979	1899	1899	930	362
52989	1899	1899	930	362
52999	1899	1899	930	362
53009	1899	1899	930	362
53019	1899	1899	930	362
53029	1899	1899	930	362
53039	1899	1899	930	362
53049	1899	1899	930	362
53059	1899	1899	930	362
53069	1899	1899	930	362
53079	1899	1899	930	362
53089	1899	1899	930	362
53099	1899	1899	930	362
53109	1899	1899	930	362
53119	1899	1899	930	362
53129	1899	1899	930	362
53139	1899	1899	930	362
53149	1899	1899	930	362
53159	1899	1899	930	362
53169	1899	1899	930	362
53179	1899	1899	930	362
53189	1899	1899	930	362
53199	1899	1899	930	362
53209	1899	1899	930	362
53219	1899	1899	930	362
53229	1899	1899	930	362
53239	1899	1899	930	362
53249	1899	1899	930	362
53259	1899	1899	930	362
53269	1899	1899	930	362
53279	1899	1899	930	362
53289	1899	1899	930	362
53299	1899	1899	930	362
53309	1899	1899	930	362
53319	1899	1899	930	362
53329	1899	1899	930	362
53339	1899	1899	930	362
53349	1899	1899	930	362
53359	1899	1899	930	362
53369	1899	1899	930	362
53379	1899	1899	930	362
53389	1899	1899	930	362
53399	1899	1899	930	362
53409	1899	1899	930	362
53419	1899	1899	930	362
53429	1899	1899	930	362
53439	1899	1899	930	362
53449	1899	1899	930	362
53459	1899	1899	930	362
53469	1899	1899	930	362
53479	1899	1899	930	362
53489	1899	1899	930	362
53499	1899	1899	930	362
53509	1899	1899	930	362
53519	1899	1899	930	362
53529	1899	1899	930	362
53539	1899	1899	930	362
53549	1899	1899	930	362
53559	1899	1899	930	362
53659	1599	1599	878	312
53669	1599	1599	878	312
53679	1599	1599	878	312
53689	1599	1599	878	312
53699	1599	1599	878	312
53709	1599	1599	878	312
53719	1599	1599	878	312
53729	1599	1599	878	312
53739	1599	1599	878	312
53749	1599	1599	878	312
53759	1599	1599	878	312
53769	1599	1599	878	312
53779	1599	1599	878	312
53789	1599	1599	878	312
53799	1599	1599	878	312
53809	1599	1599	878	312
53819	1599	1599	878	312
53829	1599	1599	878	312
53839	1599	1599	878	312
53849	1599	1599	878	312
53859	1599	1599	878	312
53869	1599	1599	878	312
53879	1599	1599	878	312
53889	1599	1599	878	312
53898	1599	1599	878	312
53908	1599	1599	878	312
53918	1599	1599	878	312
53928	1599	1599	878	312
53938	1599	1599	878	312
53948	1599	1599	878	312
53958	1599	1599	878	312
53968	1599	1599	878	312
53978	1599	1599	878	312
53988	1599	1599	878	312
53998	1599	1599	878	312
54008	1599	1599	878	312
54018	1599	1599	878	312
54028	1599	1599	878	312
54038	1599	1599	878	312
54048	1599	1599	878	312
54058	1599	1599	878	312
54068	1599	1599	878	312
54078	1599	1599	878	312
54088	1599	1599	878	312
54098	1599	1599	878	312
54108	1599	1599	878	312
54118	1599	1599	878	312
54128	1599	1599	878	312
54138	1599	1599	878	312
54148	1599	1599	878	312
54158	1599	1599	878	312
54168	1599	1599	878	312
54178	1599	1599	878	312
54188	1599	1599	878	312
54198	1599	1599	878	312
54208	1599	1599	878	312
54218	1599	1599	878	312
54228	1599	1599	878	312
54238	1599	1599	878	312
54248	1599	1599	878	312
54258	1599	1599	878	312
54268	1599	1599	878	312
54278	1599	1599	878	312
54288	1599	1599	878	312
54298	1599	1599	878	312
54308	1599	1599	878	312
54318	1599	1599	878	312
54328	1599	1599	878	312
54338	1599	1599	878	312
54348	1599	1599	878	312
54358	1599	1599	878	312
54368	1599	1599	878	312
54378	1599	1599	878	312
54388	1599	1599	878	312
54398	1599	1599	878	312
54408	1599	1599	878	312
54418	1599	1599	878	312
54428	1599	1599	878	312
54438	1599	1599	878	312
54448	1599	1599	878	312
54458	1599	1599	878	312
54468	1599	1599	878	312
54478	1599	1599	878	312
54488	1599	1599	878	312
54498	1599	1599	878	312
54508	1599	1599	878	312
54518	1599	1599	878	312
54528	1599	1599	878	312
54538	1599	1599	878	312
54548	1599	1599	878	312
54558	1599	1599	878	312
54568	1599	1599	878	312
54578	1599	1599	878	312
54588	1599	1599	878	312
54598	1599	1599	878	312
54608	1599	1599	878	312
54618	1599	1599	878	312
54628	1599	1599	878	312
54638	1599	1599	878	312
54648	1599	1599	878	312
54658	1599	1599	878	312
54668	1599	1599	878	312
54678	1599	1599	878	312
54688	1599	1599	878	312
54698	1599	1599	878	312
54708	1599	1599	878	312
54718	1599	1599	878	312
54728	1599	1599	878	312
54738	1599	1599	878	312
54748	1599	1599	878	312
54758	1599	1599	878	312
54768	1599	1599	878	312
54778	1599	1599	878	312
54788	1599	1599	878	312
54798	1599	1599	878	312
54808	1599	1599	878	312
54818	1599	1599	878	312
54828	1599	1599	878	312
54838	1599	1599	878	312
54848	1599	1599	878	312
54858	1599	1599	878	312
54868	1599	1599	878	312
54878	1599	1599	878	312
54888	1599	1599	878	312
54898	1599	1599	878	312
54908	1599	1599	878	312
54918	1599	1599	878	312
54928	1599	1599	878	312
54938	1599	1599	878	312
54948	1599	1599	878	312
54958	1599	1599	878	312
54968	1599	1599	878	312
54978	1599	1599	878	312
54988	1599	1599	878	312
54998	1599	1599	878	312
55008	1599	1599	878	312
55018	1599	1599	878	312
55028	1599	1599	878	312
55038	1599	1599	878	312
55048	1599	1599	878	312
55058	1599	1599	878	312
55068	1599	1599	878	312
55078	1599	1599	878	312
55088	1599	1599	878	312
55098	1599	1599	878	312
55108	1599	1599	878	312
55118	1599	1599	878	312
55128	1599	1599	878	312
55138	1599	1599	878	312
55148	1599	1599	878	312
55158	1599	1599	878	312
55168	1599	1599	878	312
55178	1599	1599	878	312
55188	1599	1599	878	312
55198	1599	1599	878	312
55208	1599	1599	878	312
55218	1599	1599	878	312
55228	1599	1599	878	312
55238	1599	1599	878	312
55248	1599	1599	878	312
55298	1459	1459	966	398
55308	1459	1459	966	398
55318	1459	1459	966	398
55328	1459	1459	966	398
55338	1459	1459	966	398
55348	1459	1459	966	398
55358	1459	1459	966	398
55368	1459	1459	966	398
55378	1459	1459	966	398
55388	1459	1459	966	398
55398	1459	1459	966	398
55408	1459	1459	966	398
55418	1459	1459	966	398
55428	1459	1459	966	398
55438	1459	1459	966	398
55448	1459	1459	966	398
55458	1459	1459	966	398
55468	1459	1459	966	398
55478	1459	1459	966	398
55488	1459	1459	966	398
55498	1459	1459	966	398
55508	1459	1459	966	398
55518	1459	1459	966	398
55528	1459	1459	966	398
55538	1459	1459	966	398
55548	1459	1459	966	398
55558	1459	1459	966	398
55568	1459	1459	966	398
55578	1459	1459	966	398
55588	1459	1459	966	398
55598	1459	1459	966	398
55607	1459	1459	966	398
55617	1459	1459	966	398
55627	1459	1459	966	398
55637	1459	1459	966	398
55647	1459	1459	966	398
55657	1459	1459	966	398
55667	1459	1459	966	398
55677	1459	1459	966	398
55687	1459	1459	966	398
55697	1459	1459	966	398
55707	1459	1459	966	398
55717	1459	1459	966	398
55727	1459	1459	966	398
55737	1459	1459	966	398
55747	1459	1459	966	398
55757	1459	1459	966	398
55767	1459	1459	966	398
55777	1459	1459	966	398
55787	1459	1459	966	398
55797	1459	1459	966	398
55807	1459	1459	966	398
55817	1459	1459	966	398
55827	1459	1459	966	398
55837	1459	1459	966	398
55847	1459	1459	966	398
55857	1459	1459	966	398
55867	1459	1459	966	398
55877	1459	1459	966	398
55887	1459	1459	966	398
55897	1459	1459	966	398
55907	1459	1459	966	398
55917	1459	1459	966	398
55927	1459	1459	966	398
55937	1459	1459	966	398
55947	1459	1459	966	398
55957	1459	1459	966	398
55967	1459	1459	966	398
55977	1459	1459	966	398
55987	1459	1459	966	398
55997	1459	1459	966	398
56007	1459	1459	966	398
56017	1459	1459	966	398
56027	1459	1459	966	398
56037	1459	1459	966	398
56047	1459	1459	966	398
56057	1459	1459	966	398
56067	1459	1459	966	398
56077	1459	1459	966	398
56087	1459	1459	966	398
56097	1459	1459	966	398
56107	1459	1459	966	398
56117	1459	1459	966	398
56127	1459	1459	966	398
56137	1459	1459	966	398
56147	1459	1459	966	398
56157	1459	1459	966	398
56167	1459	1459	966	398
56177	1459	1459	966	398
56187	1459	1459	966	398
56197	1459	1459	966	398
56207	1459	1459	966	398
56217	1459	1459	966	398
56227	1459	1459	966	398
56237	1459	1459	966	398
